Bacia,Estações,Melhor Resultado
679264,"RIBEIRÃO UBÁ (jus. Ubá), VISCONDE DO RIO BRANCO, BARRA DO XOPOTÓ, DONA EUZÉBIA, PCH ERVÁLIA MONTANTE, PCH ERVÁLIA MONTANTE DESATIVADA, PCH ERVÁLIA BARRAMENTO, PCH ERVÁLIA JUSANTE",2
679266,PCH IVAN BOTELHO I RIO PARAOPEBA,0
679268,"TABULEIRO, TABULEIRO, CGH FORMOSO JUSANTE, FAZENDA FERRAZ, FAZENDA FERRAZ, RIO POMBA - 500M JUS. RIO FORMOSO",4
679272,"ITAOCARA B, ITAOCARA C, ITAOCARA F",1
679274,"FAZENDA DA BARRA, FAZENDA DA BARRA (PIRAPETINGA), SANTO ANTÔNIO DE PÁDUA",2
679276,"SUMIDOURO, SÍTIO DA LAGOA, PAQUEQUER, UHE ILHA DOS POMBOS RIO PAQUEQUER",2
679278,"PETRÓPOLIS, BINGEN, ESPERANÇA (Petrópolis), CORONEL VEIGA, PETRÓPOLIS, CENTRO, MORIN, ALTO DA SERRA, LICEU CARLOS CHAGAS, CORRÊAS, POÇO DO CASINHO, JOÃO CHRIST, POÇO TARZAN, ROCIO 2 - BRAÇO DIREITO, ROCIO 2 - BRAÇO ESQUERDO, ROCIO 2 - PONTE, PARQUE PETRÓPOLIS, CUIABÁ, ITAIPAVA, FAZENDA DO SERTÃO, BARRAGEM ANTIGA, POÇO JORRANTE, FAZENDA SEDE, CONFLUÊNCIA, PONTE SCHMIDT, SÍTIO CARAJÁS, PEDRO DO RIO, AREAL - RV, AREAL - RN, COMARI, QUEBRA FRASCOS, TERESÓPOLIS - PAQUEQUER, UNIFESO, TERESÓPOLIS - MEUDON, CALEME, QUINTA DO LEBRÃO, POSSE, CASCATA, PROVIDÊNCIA, SÍTIO DO ROBERTO SELIG, VALE ALPINO, SORVETERIA, FAZENDA SOBRADINHO, PCH POÇO FUNDO BARRAMENTO, PCH POÇO FUNDO JUSANTE, MORELI (PARADA MORELI), UHE AREAL MONTANTE, TRISTÃO CÂMARA, PCH AREAL BARRAMENTO, PCH AREAL JUSANTE, PCH PIABANHA BARRAMENTO, PCH PIABANHA JUSANTE, SÃO ROMÃO , PCH SECRETÁRIO MONTANTE, PCH SECRETÁRIO BARRAMENTO, FAGUNDES, CGH FAGUNDES BARRAMENTO, CGH FAGUNDES JUSANTE, UHE SIMPLÍCIO MOURA BRASIL, UHE ILHA DOS POMBOS FAZENDA BARREIRA, AREAL, PETRÓPOLIS",13
679282,"MAR DE ESPANHA, CGH SANTANA DO DESERTO I MONTANTE, RIO CAGADO (prox. foz), ESTEVÃO PINTO",2
679284,"RIB. DA PRATA (FUMAÇA E-7), VISCONDE DE MAUÁ, VISCONDE DE MAUÁ, CAMPO ALEGRE (FUMAÇA E-6), RIO PRETO (FUMAÇA E-5), PONTE DO SOUZA, FAZENDA JACUBA (FUMAÇA E-4), FAZENDA JACUBA (FUMAÇA E-3), FAZENDA JACUBA (FUMAÇA E-2), FAZENDA JACUBA (FUMAÇA E-1), AHE FUMAÇA (INVENTÁRIO), ZELINDA, PCH PAES LEME BARRAMENTO, PCH PAES LEME JUSANTE, CGH HENRIQUE PORTUGAL, PCH AREAL JUSANTE, SANTA RITA DO JACUTINGA, PCH AREAL BARRAMENTO, PCH AREAL JUSANTE, PCH MELLO MONTANTE, PCH MELLO BARRAMENTO, PCH MELLO JUSANTE, RIO PRETO, PARAPEUNA, RIO PRETO, PASSA VINTE, CGH SERRA NEGRA MONTANTE, RIO PRETO, PCH MONTE SERRAT RIO PRETO, CONCEIÇÃO DO RIO PRETO, VALENÇA, PENTAGNA, TRAVESSÃO DO MEIO, RIO DAS FLORES, MANUEL DUARTE, PCH MONTE SERRAT MANOEL DUARTE, AFONSO ARINOS, RIO PRETO (mont. Rio Paraibuna), PONTE BR-101 ",34
679288,JUIZ DE FORA,0
679292,"UEL SANTA CECÍLIA SAÍDA TÚNEL, BARRA DO PIRAÍ (entrada de Vassouras), UHE NILO PEÇANHA LÍDICE, PCH BRAÇO BARRAMENTO, PCH BRAÇO JUSANTE, FAZENDA SANTANA, UHE NILO PEÇANHA RIO DO BRAÇO, MORSING  (RIO SACRA FAMÍLIA), UEL SANTA CECÍLIA MORSING, FAZENDA SÃO SEBASTIÃO, TOCOS - RESERVATÓRIO, UHE NILO PEÇANHA RES. TOCOS BARRAMENTO, TOCOS - ENTRADA DO TÚNEL , UHE TOCOS, UHE FONTES NOVA DESVIO VARZEA, FAZENDA BELA VISTA, UEL VIGÁRIO FAZENDA NOVA ESPERANÇA, UEL VIGÁRIO DESCARGA D'ÁGUA, UEL VIGÁRIO TOMADA D'ÁGUA, SANTANA - PONTE DAS LARANJEIRAS, PIRAÍ - PONTE CIDADE, PIRAÍ, PIRAI (RESERVATORIO DE SANTANA), RESERVATÓRIO SANTANA - KM15, UEL SANTA CECÍLIA RES. SANTANA BARRAMENTO, UHE SANTANA, SANTANÉSIA, SANTANÉSIA, BARRA DO PIRAÍ, CGH DA SERRA",20
679294,"SANTA IZABEL, BAIRRO CUBATÃO , SB-CA-EAB-PS Elevatória Paraíba do Sul, BAIRRO JAGUARI, CACHOEIRA DO JAGUARIBE MONTANTE, UHE JAGUARI CACHOEIRA DO JAGUARIBE, PONTE ROD. SP 056 (munic. Santa Isabel), UHE JAGUARI RESERVATÓRIO 2, RESERV. DO JAGUARI - UGRHI 02 (São José Campos), IGARATA 2, FAZENDA SANTANA, UHE JAGUARI FAZENDA SANTANA, USINA DO TURVO, TURVO, IGARATA 1, FAZENDA SÃO JOÃO, FAZENDA SÃO JOÃO , UHE JAGUARI BARRAMENTO, UHE JAGUARI JUSANTE, FAZENDA BARBOSA, BAIRRO TABOÃO  , BAIRRO PARATEI , BAIRRO REMEDINHO , PTE. ACESSO RES. JAQUARI (próx. Brahma), RIO PARAIBUNA (próx. foz, São José Campos)",11
679296,"PONTE BAIRRO DAS PALMEIRAS, PONTE ALTA 1, PONTE ALTA 2, UHE PARAIBUNA FAZENDA PALMEIRAS, BAIRRO ALTO, BAIRRO ALTO, NATIVIDADE DA SERRA 2, NATIVIDADE, NATIVIDADE DA SERRA 1, VARGINHA, FAZENDA JOAQUIM ALVES, UHE PARAIBUNA RESERVATÓRIO 2, BRAÇO DO PARAIBUNA (Paraibuna)",12
679298,FAZENDA CUME,0
679322,"MARRECAS, PONTE SUPRIÃO, SUPRIÃO, PIPEIRAS, ÁGUA PRETA, PONTE RIO DOCE, MULACO, CRUZAMENTO CANAL BOA VISTA, FAZENDA BOA VISTA, BARRA DO FURADO",0
679324,"TOCOS, OESTE DE GOITACAZES, CRUZAMENTO COM CANAL PANTALEÃO, CRUZAMENTO C / CANAL DOS BASTOS, RESTINGA, JUSANTE CÓRREGO MUMBICA, PITANGUEIRAS, FAZENDA PENSAMENTO, FAZENDA BARRO VERMELHO, PONTE DO JENIPAPO, PONTE DO BAIXIO, FAZENDA BELA VISTA, CANTO SÃO MARTINHO, JUSANTE CRUZ. C / RIO CAXEXA, CRUZAMENTO COM CANAL CAMBAIBA, BANANEIRAS, PARQUE VENDA GRANDE, SÃO SEBASTIÃO DE CAMPOS, CAPÃO, A 4 KM A SW DE MINEIROS, MARRECAS, PONTE SUPRIÃO, SUPRIÃO, SANTO AMARO DE CAMPOS, PONTE DO ANDREZA",6
679326,"CRUZAMENTO CANAL MONTE CEDRO, JUSANTE USINA QUISSAMA, QUISSAMAN, FAZENDA TAVARES, FAZENDA TATÚ, FAZENDA SÃO GERMANO, FAZENDA FARINHA SECA",2
679328,"PONTE DE ZINCO, PALMEIRA, FAZENDA MACABU, MACABUZINHO, PACIÊNCIA, PONTE DOS PATOS, PONTE DOS MACACOS, PONTE DOS MACACOS, PONTE E.F. C.ARARUAMA - QUISSAMA, BARRA, PRÓXIMO A LAGOA FEIA, PCH MACABU BARRAMENTO",1
679342,"FAZENDA SÃO LUIZ, FAZENDA INGAZEIRA",1
679344,"PCH MACABU JUSANTE, PCH GLICÉRIO BARRAMENTO, PCH GLICÉRIO JUSANTE, GLICÉRIO, GLICÉRIO (CRUBIXAIS), PCH GLICÉRIO, SÃO PEDRO, FAZENDA PAU FERRO",3
679354,JUNDIÁ,0
679362,RIO DOURADO - EFL,0
679368,"RODO DO IMBAU, SILVA JARDIM (BAIRRO DO CAJÚ), PORTAL SILVA JARDIM, SILVA JARDIM, SILVA JARDIM, PORTAL SILVA JARDIM (PC-02)",1
679372,"SALINA MARACANA , PONTE RJ-10 , PONTE RJ-10  , BOQUEIRÃO , PONTA DA AREIA , SÃO PEDRO DA ALDEIA, SALINA BOA VISTA, PRAIA DO HOSPÍCIO, PRAIA DO HOSPÍCIO, PONTE RJ-10",8
679374,"IPIÍBA, COLUBANDÊ, TANGUÁ, BR-101, PONTE DE TANGUÁ, PONTE DE TANGUÁ, RETA NOVA EM TANGUÁ, PONTE DE TANGUÁ, PRÓXIMO A ITAMBÍ, RETA NOVA, DUQUES, OLARIA DO JAIME, VENDA DAS PEDRAS, HARAS VITÓRIA, CANAL DE IMUNANA",9
679376,"CACHOEIRAS DE MACACU, CACHOEIRAS DE MACACU, CACHOEIRAS DE MACACU, CACHOEIRAS DE MACACU, JAPUIBA, JAPUIBA (SANTANA DE JAPUIBA), PARQUE RIBEIRA, PONTE DO PINHEIRO, DUAS BARRAS, QUIZANGA, QUIZANGA, SÃO JOSÉ DA BOA MORTE, ORINDI, ICONHA (ORINDI), ORINDI, BARRAGEM DA CEDAE, SEGREDO, GUAPIMIRIM",7
679378,"CLUBE CATAVENTO, RODOVIA WASHINGTON LUIZ (Rio Iguaçu), PRÓXIMO CLUBE CATAVENTO, JUSANTE DA REDUC, CONFLUÊNCIA COM O RIO SARAPUÍ, MARAMBAIA, GBM NOVA IGUAÇU, HELIÓPOLIS, HELIÓPOLIS, PIRANEMA, PONTE DE FERRO CAPIVARI, CLUBE XV, CIEP 100, BELFORT ROXO (DNOS), BELFORT ROXO, KM 117 DA BR-040, JARDIM GRAMACHO",11
679382,"CARAMUJOS, QUEIMADOS",0
679386,"HOTEL SANTA BRANCA, PONTE SANTANA, JAPERI",0
679392,"FAZENDA SAIVA, FAZENDA DAS GARRAFAS, FAZENDA CHICO BAIANO, FAZENDA DONA HELOISA, FAZENDA CENTRAL, FAZENDA PONTE ALTA, FAZENDA DA POSSE, FAZENDA DA POSSE, BARRA DO FUNIL, FAZENDA FORTALEZA, FAZENDA FORTALEZA, PARATY, ITAPETINGA, VILA PEREQUÊ",4
679394,"FAZENDA N.S. APARECIDA, ITAPANHAU, RIBEIRÃO GRANDE, SERTÃOZINHO, PCH ITATINGA CAMARA D'ÁGUA, PCH ITATINGA MONTANTE, PCH ITATINGA BARRAMENTO, FAZENDA SERTÃO DOS FREIRES, ITATINGA ALTO, ITATINGA, BERTIOGA, RIO ITAPANHAÚ (balsa para Itatinga), RIO ITAPANHAÚ (ancoradouro Marina do Forte)",2
679396,"RES. CAPIVARI-MONOS (est. de recalque Sabesp), CAPIVARI VERMELHO, SÍTIO DOS MONOS, MONOS, USINA RIO DOS CAMPOS, RIO BRANCO  (Itanhaém), USINA CAPIVARI (DAEE), FAZENDA ÁGUA QUENTE, FAZENDA ITAOCA  , JARDIM AGUAPEU, ITANHAÉM, RIO ITANHAÉM, RIO ITANHAÉM (Itanhaém)",2
679398,BARREIRO,0
679414,FAZENDA MACHADO,0
679416,PEROPAVA,0
679418,"FAZENDA OURO VERDE, FAZENDA OURO VERDE ",1
679422,BARRA DO CAPINZAL,0
679428,"PONTE BR-116 (FOZ DO RIO GUARAÚ), GUARAÚ, SALTO GRANDE DO GUARAU, SALTO GRANDE DE GUARAU",1
679442,QUILOMBO,0
679444,"PORTO DA ESTRADA , BARRA DO QUILOMBO, BARRANCO ALTO ",2
679446,"PEDRA DO LARGO, BAIRRO IGREJINHA, SERRA DOS PUTINS, ITARIRI, GUANHANHA, PRAIA ALTA, BRAÇO GRANDE, ENGENHO , PEDRO BARROS, FAU , ABAIXO FAU, MIRACATU, VILA SÃO JOSÉ, SÍTIO JABORANDI , SALTO DO CEDRO",6
679448,"UHE SALTO DO IPORANGA BARRAMENTO, UHE SALTO DO IPORANGA JUSANTE, BAIRRO IPORANGA , CAPELA DO PORTO, CAPELA DO PORTO, ABAIXO CAPELA, AÇUNGUI, AÇUNGUI (KM 179), BARRA DO AÇUNGUI",0
679452,"SÍTIO ALAMBARI, BARRA DO AREADO",1
679462,BARRA DO TURVO-RT,0
679472,"CGH CATAS ALTAS I MONTANTE 2, CGH CATAS ALTAS I MONTANTE 1, CGH CATAS ALTAS I BARRAMENTO, CGH CATAS ALTAS I JUSANTE, CATAS ALTAS",2
679474,RIBEIRÃO DA LAGOA,0
679476,"BALSA DO CERRO AZUL, CERRO AZUL MONTANTE, ETA CERRO AZUL, CERRO AZUL",1
679478,COSTAS,0
679482,"SOCAVÃO, CGH PAINA II BARRAMENTO, CGH PAINA II JUSANTE",0
679492,"LARAS, BETARA, CGH SANTA CRUZ BARRAMENTO, CGH SANTA CRUZ JUSANTE, RIO BRANCO DO SUL, SALTO SÃO LUIZ",4
679494,"NASCENTE DO PASSAUNA, ESCOLA MEIA LUA",1
679512,"VILA NOVA, PRÓXIMO ANTONINA, MEIA OITAVA, PASSO DO VAU, TAGAÇABA, PORTO TAGAÇABA",3
679514,"VEU DE NOIVA, PRAINHAS, PORTO DE CIMA, MORRETES, PAU OCO, CGH MARUMBI BARRAMENTO, PCH MARUMBI DEFLUÊNCIA., PCH MARUMBI RESERVATÓRIO, FARTURA, MARUMBI, ETA MORRETES, MORRETES, MONTANTE DO RIO DOS PADRES, ANHAIA, JUSANTE DO RIO DO MEIO, MARTA - SAGRADO",7
679516,"UHE GUARICANA DEFLUENCIA 2, UHE CHAMINÉ - RESERV. VOSSOROCA, UHE CHAMINÉ BARRAMENTO RES. VOSSOROCA, UHE VOSSOROCA - DEFLUÊNCIA, UHE VOSSOROCA - DEFLUENCIA, UHE CHAMINÉ - RES. SALTO DO MEIO, UHE SALTO DO MEIO, UHE SALTO DO MEIO - DEFLUÊNCIA, UHE CHAMINÉ - RES. VOSSOROCA - DEFLUENTE, UHE CHAMINÉ BARRAMENTO RES. SALTO DO MEIO, UHE CHAMINÉ DEFLUENCIA, SALTO DO TANQUE, BARRAGEM SÃO JOÃO, UHE GUARICANA, UHE GUARICANA DEFLUENCIA 1, UHE GUARICANA BARRAMENTO, UHE GUARICANA - DEFLU, UHE GUARICANA RIO CUBATÃO, GUARATUBA, CUBATÃO",18
679518,"SEGUNDO SALTO DO CUBATÃO, PRIMEIRO SALTO DO CUBATÃO, QUIRIRI, PIRABEIRABA, JOINVILLE",1
679522,"GUARAMIRIM, LAGOA NOVA, ESTRADA DOS MORROS, ESTRADA DOS MORROS, PCH PIRAI, PCH PIRAI JUSANTE, PONTE SC-301, PONTE SC-301, CORVETA",1
679524,"MASSARANDUBA, GUAMIRANGA",1
679526,"PCH ITAPOCUZINHO IIA MONTANTE, PCH ITAPOUCUZINHO IIA BARRAMENTO, RIO DO JÚLIO, BARRAGEM RIO DO JÚLIO, RIO DO JÚLIO RÉGUA 1, PCH BRACINHO BARRAMENTO, PCH BRACINHO JUSANTE, PCH BRACINHO, BRACINHO CANAL VERTIMENTO, BRACINHO JUSANTE, SCHROEDER",0
679528,RIO JARAGUÁ,0
679534,ETA CASAN - PICARRAS,0
679542,"SALSEIRO, BOTUVERA-MONTANTE, BOTUVERA, BRUSQUE (PCD), BRUSQUE, BRAÇO",1
679544,"PCH SALTO DONNER I DOUTOR PEDRINHO CENTRO, PCH SALTO DONNER I BARRAMENTO, PCH SALTO DONNER II BARRAMENTO, PCH SALTO DONNER II JUSANTE, PCH ALTO BENEDITO NOVO I JUSANTE, CGH ALTO BENEDITO NOVO JUSANTE, PCH ALTO BENEDITO II BARRAMENTO, PCH ALTO BENEDITO II JUSANTE, PCH SANTA MARIA JUSANTE, BENEDITO NOVO, TIMBÓ, UHE PALMEIRAS, PALMEIRAS JUSANTE, PINHAL, PCH CEDROS BARRAMENTO PINHAL, PCH CEDROS, PCH CEDROS JUSANTE DESATIVADA, PCH PERY RIO BONITO, PCH PALMEIRAS BARRAMENTO, PCH PALMEIRAS JUSANTE, PCH CEDROS JUSANTE, ARROZEIRA, TIMBÓ NOVO, TIMBÓ NOVO, TIMBÓ, INDAIAL",22
679546,"IRAPUTÃ, SALTO TAVARES, BARRA DO PRATA, BARRA DO PRATA, POSTO (BARRA DO DOLMANN), BARRAGEM NORTE, UHE SALTO PILÃO BARRAMENTO BOITEUX, JOSÉ BOITEUX, JOSÉ BOITEUX, CGH MAFRÁS JOSÉ BOITEUX, CGH KARL KUHLEMANN MONTANTE, CGH KARL HUHLEMANN BARRAMENTO, CGH HELENA KUHLEMANN BARRAMENTO, CGH HELENA KUHLEMANN JUSANTE, CGH MAFRÁS MONTANTE, IBIRAMA, DALBERGIA, PRESIDENTE GETÚLIO, CGH MAFRÁS GETÚLIO VARGAS, NOVA BREMEN, PCH IBIRAMA MONTANTE, PCH IBIRAMA BARRAMENTO, IBIRAMA, PCH SALTO RIO ITAJAÍ DO NORTE, IBIRAMA",20
679548,"BARRACÃO, BARRACÃO, ALFREDO WAGNER, BAIXO CAETÉ, ÁGUAS FRIAS, SALTINHO, JARARACA, CHAPADÃO DO LAGEADO, BARRAGEM SUL, DCSC BARRAGEM SUL ITUPORANGA, DCSC BARRAGEMSUL ITUPORANGA JUSANTE, BARRA DO PERIMBO, ITUPORANGA, ITUPORANGA, UHE SALTO PILÃO AURORA",0
679552,"FOZ DO RIO PEQUENO, TRÊS BARRAS, PCH GARCIA, PCH GARCIA BARRAMENTO, PCH GARCIA JUSANTE, BARRAGEM GARCIA, PCH SANTA ANA MONTANTE, PCH SANTA ANA BARRAMENTO, PCH SANTA ANA JUSANTE, GARCIA DE SÃO JOSÉ, PCH ANGELINA MONTANTE, PCH ANGELINA BARRAMENTO, PCH ANGELINA JUSANTE, PCH SÃO SEBASTIÃO MONTANTE, PCH SÃO SEBASTIÃO BARRAMENTO, FAZENDA BOA ESPERANÇA, MAJOR GERCINO, MAJOR GERCINO, CGH AGUTI MONTANTE, CGH AGUTI BARRAMENTO, CGH SÃO SEBASTIÃO BARRAMENTO, CGH SÃO VALENTIM BARRAMENTO, CGH SÃO VALENTIM JUSANTE 2, CGH SÃO VALENTIM JUSANTE 1, NOVA TRENTO, SÃO JOÃO BATISTA, SÃO JOAO BATISTA, CGH BARRA CLARA MONTANTE",25
679554,BIGUAÇU,0
679556,"ÁGUAS MORNAS, ALTO CUBATÃO, POÇO FUNDO, SANTO AMARO OU CAMBIRELA, CUBATÃO, ETA CASAN-MONTANTE, PALHOÇA, VARGEM DO BRAÇO",5
679558,PAULO LOPES,0
679562,"IMARUÍ, ETA CASAN - IMBITUBA, PAULO LOPES",2
679564,"SÃO BONIFÁCIO, TB150B, SÃO BONIFÁCIO, PCH CAPIVARI BARRAMENTO, PCH CAPIVARI JUSANTE, SÃO MARTINHO - MONTANTE, SÃO MARTINHO, SÃO MARTINHO - JUSANTE, ARMAZEM CAPIVARI, TOMADA D'ÁGUA US. JORGE LACERDA, GRAVATAL, USINA JORGE LACERDA BR-101",0
679566,"ORLEANS - MONTANTE, ORLEANS II, ORLEANS I, CGH RIO PALMEIRAS II MONTANTE, CGH RIO PALMEIRAS I JUSANTE, PEDRAS GRANDES, TB149B",4
679568,"GRÃO PARÁ, RIO PEQUENO, RIO PEQUENO",0
679572,TUBARÃO,0
679574,"UR26, UR42, UR43, IÇARA, UR45",2
679582,"FORQUILHA GRANDE, TURVO, ERMO, TAQUARUÇU",2
679584,"MELEIRO, MELEIRO, FOZ DO MANUEL ALVES, FOZ DO MANUEL ALVES",1
679588,"AR73, AR76, AR85",1
679592,"RIO DO FORNO MAMPITUBA, MARACANÃ, PRAIA GRANDE, POÇO NEGRO, POÇO NEGRO, MAMPITUBA, MAMPITUBA, MAMPITUBA, MORRINHOS DO SUL",6
679594,"BARRA DE JOÃO PEDRO, CAMPING DA PINGUELA, PONTE DOS CAMARÕES, PASSO DA LAGOA, BARRA DO QUIRINO, PROPRIEDADE IMBÉ, CORSAN CIDREIRA, RIO DOS CARVALHOS, ITATI, ITATI, ITATI, TORRES, TRÊS CACHOEIRAS, LAGOA DE ITAPEVA, LAGOA ITAPEVA, BARRA DOS QUERINOS, BARRA DO QUIRINO, BARRA DOS CORNÉLIOS, BARRA DOS CORNÉLIOS, MAQUINÉ, MAQUINÉ, MAQUINÉ, MAQUINÉ, CIDREIRA, MAQUINÉ, BARRA DE JOÃO PEDRO, BARRA DO JOÃO PEDRO MONTANTE, CAMPING DA PINGUELA, OSÓRIO, PASSO DA LAGOA, PASSO DA LAGOA, CAPÃO DOS QUERINOS, CAPÃO DOS QUERINOS, IMBÉ, IMBÉ, PONTE TRAMANDAÍ, PAI MANOEL - MONTANTE, PAI MANOEL - JUSANTE, PONTE DOS CAMARÕES, OSÓRIO, TRAMANDAÍ, MOSTARDAS, BALNEÁRIO PINHAL, LAGOA RINCÃO DAS ÉGUAS (Palmares do Sul)",23
679596,PORTO BARQUINHO,0
679598,"OSÓRIO, STIL LAGOA DOS BARROS, LAGOA DOS BARROS - Km 105, LAGOA DOS BARROS - KM 93+600",3
679614,"SANTO ANTÔNIO DA PATRULHA, CHICO LOMA, BANHADO GRANDE, 4 IRMÃOS CANAL GRAVATAÍ, PASSO GRANDE, GRAVATAI, GRAVATAÍ, GLORINHA, PASSO DAS CANOAS - AUXILIAR, PASSO DAS CANOAS, PASSO DAS CANOAS, CERÂMICA CHERUBINI, GRAVATAÍ - CORSAN, CORSAN ALVORADA, PASSO FEIJÓ (ARROIO FEIJÓ), GRAVATAÍ 5, RIO GRAVATAI GI, PONTE CACHOEIRINHA, PORTO ALEGRE, ALBATROZ, PORTO ALEGRE, ALBATROS, GRAVATAÍ 12, GRAVATAÍ 13, GRAVATAÍ 13 A, CANOAS, JUSANTE FRIGORÍFICO, GRAVATAÍ 23, GRAVATAÍ 27, GRAVATAÍ 31",5
679616,"MATA OLHO ROLANTE, ARROIO CARAÁ, CARAÁ, FOFONKA CARAÁ, USINA ROLANTE, ROLANTE, ROLANTE, ALTO ROLANTE, ENTREPELADO, PONTO BRANCO, PCH BUGRES, UHE CANASTRA BARRAMENTO, UHE CANASTRA JUSANTE, PASSO DO LOURO, IGREJINHA, IGREJINHA, RIO DOS SINOS S6, TAQUARA MONTANTE, TAQUARA, FOZ DO PARANHANA, PAROBÉ, CAMPO BOM, CAMPO BOM, RIO DOS SINOS S5, NOVO HAMBURGO, RIO DOS SINOS S4, SÃO LEOPOLDO, SÃO LEOPOLDO, SÃO LEOPOLDO, SÃO LEOPOLDO, RIO DOS SINOS S3, SÃO LEOPOLDO 6, SÃO LEOPOLDO 5, SÃO LEOPOLDO 4, SÃO LEOPOLDO 3, SÃO LEOPOLDO 2, SÃO LEOPOLDO 1, SÃO LEOPOLDO, PORTÃO, SAPUCAIA DO SUL, RIO DOS SINOS S2, SIDERURGICA RIOGRANDENSE, NOVA SANTA RITA, RIO DOS SINOS S1, PASSO DOS SINOS, RIO DOS SINOS 33, FOZ DO RIO DOS SINOS 59",29
679622,USINA POVOADO ESPERANÇA,0
679624,"PICADA CAFÉ, USINA PADRE ETERNO, CGH HERVAL BARRAMENTO, CGH HERVAL JUSANTE, BARRAGEM PICADA '48', COSTA DO RIO CADEIA - MONTANTE, COSTA DO RIO CADEIA, COSTA DO CADÉIA CAII",0
679626,"SÃO VENDELINO, USINA SÃO VENDELINO, ARROIO FORROMECO, BOM PRINCÍPIO",0
679628,CGH SANTO ANJO JUSANTE,0
679636,GRANJA CAROLA,0
679638,"ARROIO DOS RATOS J8, ARROIO DOS RATOS, ARROIO DOS RATOS, ARROIO DOS RATOS, CAMPING ARROIO DOS RATOS, CGH MORRINHOS BARRAMENTO, CGH MORRINHOS JUSANTE, ARROIO IBACURU (Barão do Triunfo), BARÃO DO TRIUNFO",2
679642,"PCH RASTRO DE AUTO MONTANTE, PCH RASTRO DE AUTO BARRAMENTO, PCH SALTO FORQUETA BARRAMENTO, PCH SALTO FORQUETA ALÇA, PCH SALTO FORQUETA JUSANTE, PASSO DO COIMBRA, RIO FORQUETA (Travesseiro), PONTE RIO FORQUETINHA, RIO FORQUETINHA (Forquetinha), PCH USINA DO FÃO JUSANTE, CGH SOLEDADE BARRAMENTO, USINA SOLEDADE, RIACHO FÃO, BARRA DO FÃO, MARQUES DE SOUZA",10
679644,"CGH CAPIGUI BARRAMENTO, CGH CAPIGUI JUSANTE, PASSO FUNDO T, USINA MARAU, USINA CAMARGO, USINA GONÇALVES DIAS, USINA MARIA, GUAPORÉ, CGH GUAPORÉ MONTANTE 2, CGH GUAPORÉ MONTANTE 1, PCH GUAPORÉ, CGH GUAPORÉ JUSANTE, RIO GUAPORÉ (Guaporé), LINHA COLOMBO, SANTA LÚCIA, SANTA LÚCIA, BARRA DO ZEFERINO",10
679646,"RIO TAQUARI (São Valentim do Sul), USINA SÃO DOMINGOS, USINA CASCA, PCH CAÇADOR PONTE SÃO DOMINGOS, PASSO MIGLIAVACA, RIO CARREIRO (Nova Bassano), PCH CAÇADOR MONTANTE, PCH CAÇADOR BARRAMENTO, CAÇADOR - CF, PCH BOA FÉ MONTANTE, PCH CAÇADOR JUSANTE, PCH BOA FÉ BARRAMENTO, PCH BOA FÉ ALÇA, PCH BOA FÉ JUSANTE, PCH SÃO PAULO BARRAMENTO, PCH SÃO PAULO ALÇA, PCH SÃO PAULO JUSANTE, ARROIO TAQUARA (Guaporé), PCH AUTÓDROMO BARRAMENTO, PCH AUTÓDROMO ALÇA, PCH AUTÓDROMO JUSANTE, PASSO CARREIRO, PASSO CARREIRO, SANTA BÁRBARA, RIO CARREIRO (Cotiporã), ARROIO NÃO SABIA (Nova Bassano), USINA SILVA PAIS, LINHA EMÍLIA, PCH LINHA EMILIA BARRAMENTO, PCH LINHA EMILIA JUSANTE, PCH COTIPORÃ BARRAMENTO, PCH COTIPORÃ JUSANTE",4
679648,"CGH TRABUCO JUSANTE, PCH MORRO GRANDE MONTANTE, PCH MORRO GRANDE BARRAMENTO, PCH MORRO GRANDE JUSANTE 1, PCH MORRO GRANDE JUSANTE 2, PCH SALTINHO JUSANTE, PCH JARARACA BARRAMENTO, PONTE SANTA RITA, PCH CHIMARRÃO RIO SANTA RITA, RINCÃO DO CASTELHANO, CGH SALTINHO MONTANTE 2, CGH SALTINHO MONTANTE 1, CGH SALTINHO JUSANTE, VACARIA, RIO TURVO, PCH JARDIM MONTANTE, PASSO VELHO, PCH JARDIM BARRAMENTO, PCH JARDIM JUSANTE, PCH JARDIM JUSANTE 2, PCH CHIMARRÃO JUSANTE, PCH CHIMARRÃO BARRAMENTO, PCH SANTA CAROLINA BARRAMENTO, PCH SANTA CAROLINA JUSANTE, PASSO BARRA DO GUAIAVEIRA, PCH DA ILHA BALSA DO TURVO, PCH DA ILHA AFLUENTE, PONTE DO PRATA, USINA PRATA, PCH DA ILHA PRATINHA, PCH DA ILHA BARRAMENTO, PRATINHA, PASSO DO PRATA, PASSO DO PRATA, PCH DA ILHA ALÇA, POSTO DA ILHA - CF, PCH JARARACA ALÇA, PCH JARARACA JUSANTE, UHE MONTE CLARO BALSA DO PRATA, RIO DA PRATA (Nova Roma do Sul)",12
679652,"ARROIO DO CONDE J3, ARROIO CONDE",1
679662,"SINIMBÚ-CENTRO, SINIMBÚ, BARRAGEM PARDINHO, SANTA CRUZ - MONTANTE, SANTA CRUZ, SANTA CRUZ DO SUL",0
679668,"VALE DO SOL, ARROIO PLUMBS (Vera Cruz)",0
