Bacia,Estações,Melhor Resultado
675616,"AÇUDE BELDROEGA, MENDOBIM, BOQUEIRÃO DO MENDUBIM, AÇUDE MENDUBIM - SAIDA GALERIA, AÇUDE MENDUBIM, MENDUBIM DE BAIXO, CAIXA DE GUERRA, FAZENDA POACA, SÍTIO POACA, MENDUBIM DE BAIXO",0
675618,"AÇUDE RIO DA PEDRA, AÇUDE ALECRIM, PCH ARMANDO RIBEIRO RIO SANTANA, AÇUDE ENG. ARMANDO RIBEIRO GONÇALVES, CANAL DO PATAXÓ, ARG-CGH, ARG - JUSANTE, AÇUDE ARMANDO RIBEIRO GONÇALVES JUSANTE, ITAJÁ, OITICICA II, PCH ARMANDO RIBEIRO BARRAMENTO",0
675622,"AÇUDE CARNAUBAS  MONTANTE, AÇUDE CARNAÚBA - JUSANTE, AÇUDE CARNAÚBA, AÇUDE CARNAÚBA JUSANTE, AÇUDE SÃO MAMEDE, AÇUDE SABUGI, AÇUDE SABUGI MONTANTE, SANTO ANTÔNIO (SABUGI) - JUSANTE, AÇUDE SABUGI - JUSANTE GALERIA, AÇUDE SABUGI JUSANTE, SANTA LUZIA DO SABUGI, AÇUDE VARZEA",1
675624,"AÇUDE ESGUICHO MONTANTE, AÇUDE ESGUICHO, AÇUDE SÃO JOSÉ IV, AÇUDE SANTA LUZIA, SANTA LUZIA DO SABUGI, AÇUDE ITANS MONTANTE, AÇUDE ITANS, AÇUDE ITANS, AÇUDE ITANS - GALERIA, AÇUDE ITANS - CANAL P1 - LESTE, AÇUDE ITANS - CANAL P2 - OESTE, SÍTIO SOLEDADE (EX-ITANS VELHO)",6
675626,"AÇUDE CRUZETA MONTANTE, AÇUDE CRUZETA, AÇUDE PASSAGEM DAS TRAIRAS MONTANTE",1
675632,"BELÉM DO BREJO DA CRUZ, AÇUDE ESCONDIDO I, AÇUDE TAPERA, AÇUDE BAIÃO, FAZENDA ESPERAS - MONTANTE, FAZENDA ESPERAS - JUSANTE",0
675634,"AÇUDE SANTA ROSA, POÇO DA CRUZ",1
675638,AÇUDE LAGOINHA,0
675646,"AÇUDE CAPOEIRA MONTANTE, AÇUDE CAPOEIRA, AÇUDE MÃE D'ÁGUA - VERTEDOURO, AÇUDE SABONETE, AÇUDE BASTIANA, AÇUDE RIACHO DAS MOÇAS",3
675648,AÇUDE SÃO FRANCISCO II,0
675652,AÇUDE RIACHO DOS CAVALOS,0
675656,AÇUDE ENGENHEIRO ARCOVERDE,0
675658,"SÍTIO VASSOURAS - JUSANTE, AÇUDE CARNEIRO",1
675662,AÇUDE JENIPAPEIRO,0
675676,"AÇUDE LANCHA I, AÇUDE PIMENTA, AÇUDE COCHOS, AÇUDE CAFUNDÓ, UHE CUREMAS RESERVATÓRIO 2 (MÃE D'ÁGUA), AGUIAR, AÇUDE FRUTUOSO II, AÇUDE BOQUEIRÃO DE MÃE D'ÁGUA, AÇUDE MÃE D'ÁGUA, AÇUDE MÃE D´AGUA, UHE CUREMAS BARRAMENTO 2 (MÃE D'ÁGUA), UHE CUREMAS RESERVATÓRIO 1 (MÃE D'ÁGUA), AÇUDE MÃE D´ÁGUA - CANAL DA REDENÇÃO, AÇUDE MÃE D'ÁGUA JUSANTE, AÇUDE MÃE D'ÁGUA MONTANTE",7
675682,"EMAS, AÇUDE EMAS, AÇUDE CACHOEIRA DOS CEGOS, AÇUDE CACHOEIRA DOS CEGOS JUSANTE",3
675686,"AÇUDE ALBINO, AÇUDE PEDRA LISA, RESERVATÓRIO PEDRA LISA",0
675688,AÇUDE BOM JESUS II,0
675692,"AÇUDE SACO, AÇUDE SACO JUSANTE, AÇUDE TAVARES II, AÇUDE NOVO, AÇUDE JATOBÁ II, AÇUDE QUEIMADAS, AÇUDE MÃE D'ÁGUA - JUSANTE",2
675694,"AÇUDE BRUSCAS, AÇUDE BRUSCAS JUSANTE",0
675696,"AÇUDE CATOLÉ II, AÇUDE POÇO REDONDO",0
675698,"AÇUDE CONDADO, AÇUDE CONDADO JUSANTE, AÇUDE SERRA VERMELHA",2
675722,"AÇUDE BOQUEIRÃO DE ANGICOS, FAZENDA SÃO SEBASTIÃO, FAZENDA SÃO SEBASTIÃO",0
675732,JUSANTE DE GUAMARÉ,0
675736,"DOM MARCOLINO, DOM MARCOLINO, ESTUÁRIO MAXARANGUAPE",0
675738,"JARDIM DE ANGICOS, SÍTIO BOA ESPERANÇA, FAZENDA DA BARRA, PASSAGEM DOS CABOCLOS, AÇUDE POÇO BRANCO, AÇUDE POÇO BRANCO JUSANTE, UMARI TAIPU - PONTE, PONTE BR-406 (Ex-TAIPU), CEARÁ-MIRIM, ENGENHO CARNAUBAL, CEARÁ-MIRIM, CEARÁ-MIRIM, CEARÁ-MIRIM, CEARÁ-MIRIM, JUSANTE CEARÁ-MIRIM (próximo da Usina Estivas), CEARÁ-MIRIM, CAPELA, CEARÁ-MIRIM, TAIPU, USINA ILHA BELA, GOIABEIRA, BARRA DA LEVADA, EXTREMOZ, RIO CEARÁ-MIRIM (PONTO 2), LAGOA DO BOQUEIRÃO",9
675742,"CEARÁ-MIRIM, BR406 RIO MUDO, BR406 RIO GUAJIRU, LAGOA DE EXTREMOZ, EXTREMOZ, LAGOA DE EXTREMOZ, PASSAGEM DA VILA, GRAMOREZINHO, ESTUÁRIO IATE CLUBE",6
675744,"ARACA, AÇUDE TABATINGA",1
675746,TRAVESSIA DA RN-064,0
675752,"LAMARÃO, PASSAGEM DE AREIA, PONTE BR-304, PONTE VELHA BR-101, PONTE TRAMPOLIM DA VITÓRIA, LAGOA DO JIQUI (ponto captação de águas), PARNAMIRIM, BALNEÁRIO DE PIUM, LAGOA PIUM (LAGOA AZUL), ESTUÁRIO PONTE VELHA NA RN 063",9
675754,"LAGOA DO BONFIM, LAGOA AZUL",1
675762,"AÇUDE ANTAS, AÇUDE JAPI II, AÇUDE JAPI II, RESERVATÓRIO RETIRO, SÃO JOSÉ DO CAMPESTRE, SÍTIO CHOAR, SITIO CHOAR, GOIANINHA, GOIANINHA, LAGOA GUARAÍRA I, AÇUDE BOQUEIRÃO DO CAIS",9
675768,"SANTA CRUZ, AÇUDE INHARÉ",1
675786,"AÇUDE POLEIROS, BARRA DE SANTA ROSA, AÇUDE CURIMATAÚ",0
675792,"CANGUARETAMA, FAZENDA ALMAS, FAZENDA ALMAS",1
675794,"AÇUDE DUAS ESTRADAS, RIO TINTO",0
675796,"AÇUDE EMÍDIO, AÇUDE MANGUAPE, AÇUDE SÃO SEBASTIÃO, AÇUDE MILHÃ (E. Gonçalves), AÇUDE VACA BRAVA, AÇUDE SAULO MAIA, AÇUDE TAUÁ, AÇUDE CANAFÍSTULA II, AÇUDE PIRPIRITUBA, AÇUDE SUSPIRO, AÇUDE LAGOA DO MATIAS MONTANTE, AÇUDE LAGOA DO MATIAS, AÇUDE COVÃO, BARRAGEM NOVA CAMARÁ, AÇUDE CAMARÁ, AÇUDE PITOMBEIRAS, AÇUDE SINDÔ RIBEIRO, AÇUDE MASSARANDUBA, AÇUDE CHUPADOURO II, AÇUDE BREJINHO, MULUNGU, MULUNGU, MULUNGUZINHO, TAINHA, SÍTIO PASSAGEM, AÇUDE ARAÇAGI MONTANTE, AÇUDE ARAÇAGI, AÇUDE ARAÇAGI JUSANTE, CURRALINHO, PONTE DO LEITÃO, MAMANGUAPE, PONTE DO LEITÃO - JUSANTE, AÇUDE JANGADA, RIO MAMANGUAPE",13
675798,RIO TINTO,0
675812,"AÇUDE OLHO D'ÁGUA, AÇUDE SÃO SALVADOR",0
675814,"AÇUDE CHÃ DOS PEREIRAS, SOBRADO",1
675818,"BARRA DE JOÃO LEITE, FAGUNDES",0
675822,AÇUDE BODOCONGÓ,0
675836,"AÇUDE BOQUEIRÃO, AÇUDE BOQUEIRÃO",0
675844,"AÇUDE OLIVEDOS, AÇUDE GURJÃO, SOLEDADE, AÇUDE SOLEDADE",0
675846,AÇUDE SÃO JOSÉ III,0
675848,AÇUDE MUCUTÚ,0
675852,AÇUDE BICHINHO,0
675858,AÇUDE CAMPOS,0
675866,AÇUDE SUMÉ,0
675912,"AÇUDE GRAMAME/GRAMAME MONTANTE, PEDRAS DE FOGO, AÇUDE GRAMAME/MAMUABA MONTANTE, SANTA RITA, AÇUDE GRAMAME/MAMUABA JUSANTE, AÇUDE GRAMAME/MAMUABA",5
675914,PITIMBU,0
675916,"ENGENHO BARREIRINHA, CAAPORÃ, NAZARÉ DA MATA, USINA MATARY, ENGENHO ITAPISSIRICA, USINA SANTA TEREZA - JUSANTE, MACAPARANA, AÇUDE TIÚMA, TIMBAÚBA, TIMBAÚBA - JUSANTE, ENGENHO VOLTA, AÇUDE GUARAREMA, PROPRIEDADE ALAGAMAR, VICÊNCIA MONTANTE, VICÊNCIA, AÇUDE SIRIJI, ENGENHO RETIRO, CARICÉ, NAZARÉ DA MATA, NAZARÉ DA MATA, ENGENHO ITAPISSIRICA, PONTE BR-101 NORTE, RESERVATÓRIO SIRIJI, AÇUDE PALMEIRINHA",4
675918,"GRANJA UBU, VILA ARARIPE, PONTE DA BR-101 - NORTE, AÇUDE BOTAFOGO, USINA SÃO JOSÉ, GRANJA ESPERANÇA",4
675922,"VITÓRIA DE SANTO ANTÃO MONTANTE, PITU, VITÓRIA DE SANTO ANTÃO, PONTE PE-50, AÇUDE TAPACURÁ MONTANTE, AÇUDE TAPACURÁ, CAPTAÇÃO DA COMPESA, ENGENHO BELA ROSA II, ENGENHO BELA ROSA I, SÃO LOURENÇO DA MATA, AÇUDE VÁRZEA DO UNA",6
675924,"AÇUDE GOITÁ, ENGENHO CANAVIEIRA, ENGENHO SÍTIO, PAUDALHO, BARRAGEM GLÓRIA DO GOITA, RIO GOITA ANTES DA FOZ",3
675928,"AÇUDE SANTANA II, AÇUDE TABOCA-PIACA, BARRA DE FARIAS, SÍTIO BILHAR, AÇUDE ENG. GERCINO PONTES (Tabocas)",4
675932,"MORENO, MORENO, CAPTAÇÃO ENGENHO JUSSARA, MORENO - CIDADE, USINA BULHÕES - JUSANTE, GINÁSIO DA REFNE, FAZENDA VILA NATAL, AÇUDE DUAS UNAS, PRÓXIMO A USINA MURIBECA, CAPTAÇÃO MURIBEQUINHA, JABOATÃO, DESTILARIA JB, ARANDU, DESTILARIA JB-II, PONTE PE-35, ENGENHO PITÚ - JUSANTE, ENGENHO CACHOEIRINHA - JUSANTE, ENTRADA ENGENHO SIBÉRIA, CACHOEIRA TAPADA, DESTILARIA INEXPORT, MATAPAGIPE, PONTE RIO PIRAPAMA, DESTILARIA INEXPORT/LAISA - JUSANTE, DESTILARIA LIBERDADE, AÇUDE PIRAPAMA MONTANTE, PIRAPAMA, BARRAGEM DA COMPESA, AÇUDE PIRAPAMA, AÇUDE PIRAPAMA JUSANTE, PONTE BR-101, ENTRADA DA REPRESA DO PIRAPAMA, FRENTE A FEBEM, MONTANTE DA RHODIA, ALCOOLQUIMICA E PETROFLEX, PONTE BR-101 SUL - Antiga Rodovia, AÇUDE GURJAÚ, JUSANTE DA CORN PRODUCTOS, AÇUDE SICUPEMA, DESTILARIA BOM JESUS, ENGENHO ALGODOAIS, DUAS UNAS",28
675944,"RIACHO PALMEIRA, RIO BITURY, COMUNIDADE DE JUSSARA, AÇUDE ENG. SEVERINO GUERRA, RIO BITURY, RIACHO TABOQUINHA",5
675954,"AÇUDE BREJÃO, PONTE DO RIO SIRINHAEM - Barra de Guabiraba, AMARAGI, JOSÉ MARIANO, SETE RANCHOS, USINA ESTRELIANA - AMARAJI, ENGENHO BENTO, PCH PEDRA FURADA BARRAMENTO, PCH PEDRA FURADA JUSANTE, GAMELEIRA, BARRA DE GUABIRABA, PAU SANGUE, GAMELEIRA, ENGENHO ALEGRE, ENGENHO MATO GROSSO, PCH LUIZ DIAS LINS BARRAMENTO, PONTE DA PE-073 - Usina Cucau, PCH LUIZ DIAS LINS JUSANTE, CGH GINDAI BARRAMENTO, CGH GINDAI JUSANTE, CAPTAÇÃO CAMBOINHA, PONTE DA PE-060, AÇUDE BONITINHO",21
675962,"SÍTIO CACHOEIRA, COLONIA LEOPOLDINA, JACUÍPE, JACUIPE",1
675964,"RESERVATÓRIO CABIDELA, AÇUDE SÃO JACKES, AÇUDE PAU FERRO, PONTE PE-125, CAPTAÇÃO PANELAS, RESERVATÓRIO SANTA RITA, SÃO BENEDITO DO SUL, BELÉM DE MARIA, BELÉM DE MARIA, USINA CATENDE - JUSANTE, CATENDE",0
675966,SÍTIO DA CHATA,0
675972,"PORTO CALVO, PORTO CALVO, PORTO CALVO",0
675974,"JOAQUIM GOMES, MATRIZ DE CAMARAGIBE, MATRIZ DE CAMARAGIBE  II, MATRIZ DE CAMARAGIBE, MATRIZ DE CAMARAGIBE",4
675976,"AÇUDE AMORA GRANDE, FLEXEIRAS, BARRA DE SANTO ANTÔNIO , SÃO LUIS DO QUITUNDE, SÃO LUÍS DO QUITUNDE, SÃO LUÍS DO QUITUNDE ",3
675978,"MACEIÓ, MACEIÓ - MEIRIM",0
675982,"BREJÃO, MAREHAL DEODORO - RIO DOS REMÉDIOS, COQUEIRO SECO, BREJÃO, BREJÃO, IMA, DIVISA PE/AL - RIO PARAÍBA, BOM CONSELHO, AÇUDE CAÇAMBA, MARECHAL DEODORO, PILAR, AÇUDE CARANGUEJA, QUEBRANGULO, QUEBRANGULO, VILA SÃO FRANCISCO, VILA SÃO FRANCISCO, PAULO JACINTO, VIÇOSA, CAJUEIRO, CAPELA, ATALAIA, ATALAIA, PORANGABA, VIÇOSA, MARECHAL DEODORO, MARECHAL DEODORO, AÇUDE BÁLSAMO, AÇUDE BÁLSAMO - JUSANTE, AÇUDE BÁLSAMO JUSANTE",14
675988,"AÇUDE INHUMAS, PALMEIRINA, CGH ORIENTAL MONTANTE, CGH ORIENTAL BARRAMENTO",1
675992,"CAPTAÇÃO CASAL, MARECHAL DEODORO, ANADIA, FAZENDA SÃO PEDRO, SÃO MIGUEL DOS CAMPOS",1
675994,"AÇUDE JEQUIÁ, CAMPO ALEGRE, JEQUIÁ DA PRAIA",0
675998,"AÇUDE CARAIBINHAS, AÇUDE PALMEIRA DOS INDIOS, LIMOEIRO DE ANADIA, LIMOEIRO DE ANADIA, AÇUDE CORURIPE, CAMAÇARI, CORURIPE",2
676112,"AÇUDE PONCIANO, AÇUDE MAJOR IZIDORO, AÇUDE SERTÃO DE BAIXO, AÇUDE TRAVESSIA, AÇUDE CRAIBAS DO NUNES, UHE XINGÓ JUSANTE 2, AÇUDE LIMEIRA II, CAPIVARA II, AÇUDE JARAMATAIA, JARAMATAIA, TRAIPU, TRAIPU, TRAIPU",6
676114,"AÇUDE RIACHO DO PAU (Arcoverde), PESQUEIRA, PESQUEIRA, AÇUDE POÇO DAS TRINCHEIRAS, AÇUDE RIACHO DO BODE, AÇUDE PAI MANÉ, AÇUDE DOIS RIACHOS, AÇUDE MORORÓ, PEDRA, BUIQUE, AÇUDE MULUNGÚ, AÇUDE ARCOVERDE, AÇUDE IPANEMINHA, HORIZONTE ALEGRE, AÇUDE INGAZEIRA, ÁGUAS BELAS, ÁGUAS BELAS, ÁGUAS BELAS, ÁGUAS BELAS JUSANTE, SANTANA DO IPANEMA, SANTANA DO IPANEMA, SANTANA DO IPANEMA, DOIS RIACHOS, OLIVENÇA, BATALHA, BATALHA, BATALHA",1
676116,"MARAILHA, MARAVILHA, AÇUDE MARAVILHA, PIRANHAS",1
676118,"AÇUDE CACHOEIRA I, AÇUDE BARRA, AÇUDE CUSTÓDIA (Marrecos), CAROALINA, SERTÂNIA, FAZENDA ANGICOS, SAMAMBAIA, AÇUDE POÇO DA CRUZ, AÇUDE POÇO DA CRUZ - SANGRADOURO, POÇO DA CRUZ - JUSANTE, AÇUDE POÇO DA CRUZ JUSANTE, SÍTIO CASA NOVA, AÇUDE ENG. FRANCISCO SABOIA (POÇO DA CRUZ), AÇUDE GRAVATÁ, INAJÁ, INAJÁ, INAJÁ, POÇO D'ANTAS, JATOBÁ, VILA DA VOLTA, UHE APOLÔNIO SALES (MOXOTÓ) RESERVATÓRIO 6, UHE APOLÔNIO SALES (MOXOTÓ) RESERVATÓRIO 5",21
676122,CARNAUBEIRA DA PENHA,0
676124,"AÇUDE BARRA DO JUÁ, AÇUDE BARRA DO JUÁ - JUSANTE, AÇUDE BARRA DO JUÁ JUSANTE, ILHA GRANDE, FLORESTA, AÇUDE QUEBRA UNHA",3
676126,"AÇUDE SERROTE, BOM NOME, SÃO JOSÉ DO BELMONTE, AÇUDE JUÁ, AÇUDE ARRODEIO",0
676128,AÇUDE ROSÁRIO,0
676132,CHORROCHÓ,0
676134,"AÇUDE NILO COELHO (Terra Nova), SALGUEIRO - JUSANTE, AÇUDE BARRINHA, AÇUDE POÇO GRANDE, AÇUDE ABÓBORAS, AÇUDE BARRA DO CHAPÉU, SALGUEIRO, AÇUDE BOA VISTA, AÇUDE SALGUEIRO, AÇUDE SALGUEIRO JUSANTE, SALGUEIRO",3
676136,"AÇUDE RANCHARIA, AÇUDE LAGOA DO BARRO, OROCÓ, OROCÓ, AÇUDE CHAPÉU, RESERVATÓRIO CHAPÉU, AÇUDE CHAPÉU JUSANTE, AÇUDE PARNAMIRIM, PARNAMIRIM, PARNAMIRIM, AÇUDE CACHIMBO, AÇUDE LOPES II, RIACHO GRAVATÁ, BODOCÓ, POÇO DO FUMO, PARNAMIRIM, AÇUDE ALGODÕES, IPUBI, AÇUDE ENG. CAMACHO (Tamboril), AÇUDE SITIO DOS MOREIRAS, AÇUDE BARRIGUDA, AÇUDE ARARIPINA, AÇUDE VARZINHA, MATIAS, PARNAMIRIM, AÇUDE ENTREMONTES, ENTREMONTES - JUSANTE, AÇUDE ENTREMONTES JUSANTE, AÇUDE CAIÇARA, JACARÉ, PARNAMIRIM, FAZENDA TAPERA, OROCÓ",6
676138,"AÇUDE BARRA DA MELANCIA, DORMENTES, AÇUDE SOLEDADE, PETROLINA, PETROLINA, AÇUDE PAU FERRO (Petrolina), AÇUDE CRUZ DE SALINA, AÇUDE VIRA BEIJÚ, PETROLINA, LAGOA GRANDE, LAGOA GRANDE, AÇUDE TERRA NOVA, AÇUDE PAU BRANCO, AFRANIO",2
676152,"CASA NOVA, UHE SOBRADINHO RESERVATÓRIO 1, AÇUDE  POÇO DA PEDRA",2
676154,"LAJEDO, CASA NOVA, CORTUME CAMPELO",1
676176,"BARREIRO DA EMA, SALINAS",1
676178,"FAZENDA SALITRE, FAZENDA ÁGUA QUENTE, FAZENDA CABACEIRAS, FAZENDA CABACEIRAS, AÇUDE MIRORÓS MONTANTE, AÇUDE MIRORÓS MONTANTE, AÇUDE MIRORÓS, AÇUDE MIRORÓS JUSANTE, MIRORÓS, FAZENDA REFRIGÉRIO - MONTANTE, FAZENDA REFRIGÉRIO - JUSANTE, FAZENDA REFRIGÉRIO - JUSANTE, IBIPEBA, BARRAGEM DE MIROROS, ITAQUAÇU DA BAHIA, ITAGUAÇU DA BAHIA, PONTE DA BA 052, BAIRRO DO BEBEDOURO, ITAGUAÇU DA BAHIA, ITAGUAÇU DA BAHIA, ITAGUAÇU DA BAHIA, ITAGUAÇU DA BAHIA, RIO VERDE II, RIO VERDE, PONTE DO RIO VERDE (EF-01), FAZENDA MARAVILHA, POÇO VERDE",11
676184,PILÃO ARCADO,0
676186,CAMPO ALEGRE DE LOURDES,0
676196,"PORTO - TRAVESSIA DA BALSA, CAPTAÇÃO DA SAAE - XIQUE-XIQUE, UHE SOBRADINHO XIQUE-XIQUE, XIQUE-XIQUE, XIQUE-XIQUE",3
676222,"FAZENDA MACAMBIRA, POR ENQUANTO, MANSIDÃO, FAZENDA PORTO LIMPO, PORTO LIMPO, BOQUEIRÃO",5
676224,"FORMOSA DO RIO PRETO, BURITIZINHO",0
676226,PONTE RIACHÃO,0
676228,"VEREDA DO GADO, RIO PRETO (Foz do Rio Sapão), VEREDA",0
676242,"NOVA VISTA, CAMPÃO, BARREIRAS, FAZENDA CASSOL, PONTE SÍTIO RIO BRANCO, SAVANA, FAZENDA LAGOA VERMELHA",4
676244,"FAZENDA SÃO ROQUE, PONTE RIO CACHORRO, BARREIRAS, FAZENDA SANTA MARIA",3
676246,FAZENDA AGRONOL,0
676264,"RIO DE PEDRAS, RIO DE PEDRAS, FAZENDA GRÉCIA",0
676272,"JOÃO RODRIGUES, SAÍDA DE BARREIRAS, BREJO NOVO",1
676278,"SÃO DESIDÉRIO, CANABRAVÃO, FAZENDA COQUEIRO, FAZENDA COQUEIRO, SÃO DESIDÉRIO, SÃO DESIDÉRIO",4
676286,FAZENDA VEREDA NOVA,0
676292,"ESTIVAS, PONTE DAS ESTIVAS, SÃO DESIDÉRIO",0
676294,RIBEIRÃO DOS BOIS,0
676296,FAZENDA SÃO JOÃO,0
676322,BROTAS DE MACAÚBAS,0
676378,"CAPTAÇÃO DA SAAE - PARATINGA, PARATINGA",0
676386,BREJOLÂNDIA,0
676396,SERRA DOURADA,0
676416,VILA ACUDINA,0
676422,FAZENDA MELANCIA,0
676428,FAZENDA NOVA ESPERANÇA,0
676476,"SANTO ANTÔNIO DAS PEDRINHAS, FAZENDA PORTO BONITO",0
676518,"AÇUDE  RIACHO DE SANTANA MONTANTE, AÇUDE RIACHO DE SANTANA",0
676528,"AÇUDE CERAIMA MONTANTE, AÇUDE CERAIMA",0
676582,"CAPITÂNEA, MONTALVÂNIA - MONTANTE, MONTALVÂNIA, JUVENÍLIA",1
676584,"FAZENDA BOA VISTA, SUMIDOR DAS GAITAS, VEREDA GRANDE, SÃO GONÇALO, SÃO GONÇALO, CAPITÂNEA - PONTE DO NONATO",0
676594,"MOENDINHA, FAZENDA BOM RETIRO MONTANTE, FAZENDA BOM RETIRO, MANGA, FAZENDA DO PORTO",0
676626,SÃO DOMINGOS,0
676646,"SERRA BRANCA, MATO VERDE, AÇUDE ANGICAL, BARRAGEM SERRA BRANCA (corpo da Barrag.) , PORTEIRINHA, CÓRREGO DAS LAJES (mont.da Barrag.das Lajes), BARRAGEM DAS LAJES (corpo da Barrag.), CÓRREGO DAS  LAJES (jus. da Barrag.), BARRAGEM DA GAMELEIRA, RIO GAMELEIRA (jus Barrag. Gameleira)",1
676648,"SERRANÓPOLIS, MOSQUITO, FAZENDA LAGOA GRANDE, PORTEIRINHA, BARRAGEM MOCAMBINHO (corpo da Barrag.), CÓRREGO MOCAMBINHO (jus. barr. Mocambinho) , RIO MOSQUITO (próx. a Foz)",5
676654,VERDELÂNDIA,0
676658,VERDELÂNDIA,0
676666,"RIO QUEM-QUEM (mont. da Barrag. Pedro J), BARRAGEM PEDRO J (corpo da Barrag.), RIO QUEM-QUEM ( jus. da Barragem.)",2
676668,"RIO CANABRAVA (mont. Barragem), BARRAGEM CANABRAVA (corpo da Barrag.), RIO CANABRAVA (jus. da Barragem)",2
676692,MONTES CLAROS,0
676694,"RIO SÃO DOMINGOS (mont. barr. S. Domingos), BARRAGEM SÃO DOMINGOS (corpo da barr.), RIO SÃO DOMINGOS (jus. da Barragem)",1
676696,JEQUITAÍ,0
676698,"MONTES CLAROS, AÇUDE RIO DOS PORCOS, MONTES CLAROS",0
676714,"RIO SÃO FRANCISCO (mont. foz cór. Serraria), LAGOA DA JAZIDA (porção central), CANAL DE IRRIGAÇÃO PRINCIPAL (CP2), CANAL DE DRENAGEM PRINCIPAL (DP04)",0
676718,RIO MANGAI (mont. confl. com Rio S. Francisco),0
676782,"BONFINÓPOLIS DE MINAS, VILA URUCUIA, SANTA FÉ DE MINAS, FAZENDA CONCEIÇÃO, FAZENDA CONCEIÇÃO",3
676784,"BARRA DO RIO SÃO MIGUEL, ARINOS, URUANA DE MINAS",0
676786,"PIRATINGA, ARINOS",1
676788,"ARINOS, FAZENDA CARVALHO, FAZENDA CARVALHO",1
676794,"UBAÍ, SÃO ROMÃO",1
676812,SANTA FÉ DE MINAS,0
676816,FAZENDA SÃO FRANCISCO,0
676818,"BRASILÂNDIA DE MINAS, PORTO DO CAVALO",1
676832,CAATINGA,0
676834,JOÃO PINHEIRO,0
676838,"FAZENDA RIO VERDE, BARRA DO RIO VERDE, BRASILÂNDIA DE MINAS",0
676844,"UNAI, FAZENDA SANTA CRUZ",1
676846,"PONTE RIBEIRÃO RONCADOR, FAZENDA RONCADOR, CABECEIRA GRANDE, FAZENDA O RESFRIADO",2
676848,"FAZENDA ELDORADO, CABECEIRAS, FAZENDA TROMBA, UHE QUEIMADO RIO BEZERRA",2
676864,FAZENDA BARRA DA ÉGUA,0
676878,"PARACATU, PARACATU, PARACATU, PARACATU",1
676894,"FAZENDA NOLASCO, SANTA IZABEL, PARACATU, BARRA DO ESCURINHO, MONTANTE DO ESCURINHO",4
676896,GUARDA-MOR,0
676912,"LAGOA TIRIRICA (região central), RIO RIACHÃO (jus. Lagoa Tiririca), RIO RIACHÃO (médio curso), RIO SANTA CRUZ (próx. a foz no Rio Jordão), CORAÇÃO DE JESUS, AÇUDE FERNÃO DIAS, RIO SÃO LOURENÇO (próx. conf. Rio Riachão), FAZENDA LARANJO, PONTE DOS CIGANOS, RIO PACUÍ (após conf. com o rio Riachão), BIAÍ, AÇUDE FERNÃO DIAS, AÇUDE PACUÍ",3
676914,"AÇUDE CANABRAVA, CORAÇÃO DE JESUS, CORAÇÃO DE JESUS",2
676924,"CLARO DOS POÇÕES, CLARO DOS POÇÕES",0
676926,BOCAIÚVA,0
676942,"PONTE DO BICUDO, PONTE DO BICUDO, CORINTO",2
676944,"BUENÓPOLIS, ESTAÇÃO DE CURIMATAI, AUGUSTO DE LIMA",2
676946,"PCH SERRA DAS AGULHAS BARRAMENTO, PCH SERRA DAS AGULHAS JUSANTE, SANTO HIPÓLITO",1
676948,"PCH PACÍFICO MASCARENHAS MONTANTE, USINA PARAUNA, CACHOEIRA DA CAPIVARA, USINA PACÍFICO MASCARENHAS, CGH PACIFICO MASCARENHAS BARRAMENTO, CGH PACIFICO MASCARENHAS JUSANTE, PCH CORONEL AMÉRICO TEIXEIRA BARRAMENTO, PCH CORONEL AMÉRICO TEIXEIRA JUSANTE, FAZENDA CACHOEIRA, UCAT, PCH PARAÚNA CEMITÉRIO DOS PEIXES, PCH QUARTEL, PCH QUARTEL I BARRAMENTO, PCH QUARTEL I JUSANTE, PCH QUARTEL II JUSANTE, PCH QUARTEL III JUSANTE, PCH PARAÚNA BARRAMENTO, RIBEIRÃO DO CHIQUEIRO (mont. lanç. esgotos), SANTO ANTÔNIO DO ITAMBÉ, SANTANA DO RIACHO, FAZENDA DO CIPÓ, RIO CIPÓ (mont. foz rio parauna), PRESIDENTE JUSCELINO, PONTE PARAUNA, PRESIDENTE JUSCELINO - JUSANTE, PONTE DA MG-140, SANTANA DE PIRAPAMA, RIO PARAÚNA (jus. cid. Pres. Juscelino)",15
676954,"RIO ABAETÉ, PATOS DE MINAS, TIROS, MAJOR PORTO, MAJOR PORTO, PORTO DO PASSARINHO, PORTO DO PASSARINHO, PORTO DO PASSARINHO, PORTO DO PASSARINHO, TIROS, CANOEIROS, PONTE DA BR-040, PCH SALTO DO PARAOPEBA PONTE BR-040, SÃO GONÇALO DO ABAETÉ",13
676956,"SÃO GOTARDO, TIROS, FAZENDA MATINHA, TIROS, FAZENDA SÃO FELIX, FAZENDA SÃO FÉLIX",2
676958,"MORADA NOVA DE MINAS, CRUZEIRO DA FORTALEZA, BARRA DO FUNCHAL, LAGOA FORMOSA, FAZENDA BOM JARDIM, FAZENDA BOM JARDIM, FAZENDA BOM JARDIM, UHE TRÊS MARIAS PORTO INDAIÁ, PONTE DO INDÁIA",8
676962,"RIBEIRÃO DOS GOMES, UHE RETIRO BAIXO ALMAS, PARAOPEBA - RIBEIRÃO DOS GOMES",0
